model,k,n,ARI_mean,ARI_std,AMI_mean,AMI_std,NMI_mean,NMI_std,RI_mean,RI_std,Silhouette_mean,Silhouette_std
supervised_finetune,60,31,0.48224620373843285,0.024515448793205614,0.7181815009675437,0.005432845175810388,0.7191692546167731,0.005413742223441015,0.9785766479748257,0.0010403261600909863,0.3079493007352275,0.014594379499725925
supervised_finetune,70,31,0.4865852991937698,0.01924228139821585,0.7259015778215181,0.004763170992044806,0.7270080577287623,0.004744043589067098,0.9801871447023451,0.0007372092526485497,0.310167029019325,0.011191746806202822
supervised_finetune,80,31,0.48252926204432023,0.02504415602868234,0.7309586516106769,0.005346325146838622,0.7321896976323081,0.005322227016894825,0.9808224070789343,0.0008197512902757928,0.3102183813048947,0.013736965369809395
supervised_finetune,90,31,0.4699828812575913,0.02771423356543627,0.7336918506962663,0.005553396538063725,0.7350475151992685,0.005526629229580137,0.9814561245992026,0.0007883740853382028,0.3083300696265313,0.015999294060281236
supervised_finetune,100,31,0.46334461383292713,0.025436927445049884,0.7375018248923207,0.004178978150147518,0.7389776337609282,0.004154923286338363,0.9817162572802344,0.0006341128775061727,0.30268298714391645,0.011149281474777001
supervised_finetune,110,31,0.4505312804920507,0.03115671788112159,0.7376890957774127,0.005015410037705852,0.7393017092379341,0.004985228562955501,0.9817859175158149,0.0009240233256806493,0.30290777548666925,0.014261145744471584
supervised_finetune,120,31,0.43748585948934005,0.034509227354307455,0.7396761949186705,0.005992883085000025,0.7414086178376426,0.0059561511913082165,0.9819888322861638,0.0009139446274049532,0.30076114496877115,0.016002628765326897
supervised_finetune,130,31,0.4252698101978001,0.026308148149293827,0.7394819037126711,0.003633676320675511,0.7413465678201889,0.0036086872566009,0.9821454787905961,0.0005601970703455093,0.2981861118347414,0.011655044316376982
supervised_finetune,140,31,0.4165156229731082,0.023849652193229032,0.7424988340869545,0.003917047143687417,0.7444720432683047,0.0038874470460951664,0.9822853499912813,0.0005606577899139827,0.3003592106603807,0.01405710933989233
supervised_finetune,150,31,0.3972779443270513,0.026736696191252848,0.7429217796375652,0.004663027666762163,0.7450197574191108,0.004626278896688586,0.9821731788153237,0.0005929654005273211,0.29610236613981183,0.012575548650391531
supervised_finetune,160,31,0.39135580395675185,0.02784547697861857,0.7429232301790121,0.00451540637925056,0.7451504982741931,0.004477861752070366,0.9822532722365878,0.000567126083727685,0.2986977638736848,0.01226490499643108
supervised_finetune,170,31,0.3794783106774338,0.03316617674344582,0.7433580065074687,0.004430921522298998,0.7457062121969146,0.00439516662873878,0.9823048333471741,0.0006694451553736556,0.2973958734543093,0.013784879801276377
supervised_finetune,180,31,0.3619232845501118,0.01837043339691327,0.7423826345714611,0.0035775117852410417,0.7448681946654253,0.003546950723818333,0.9820825621514404,0.0003413589013254901,0.29226067181556453,0.013133777408919809
